ex_1.htm:0.04396801064611433,0.06237924740125606,0.013590350268044246,0.0,0.018941403272992086
ex_10.htm:0.040222587517000884,0.0,0.013087003961820384,0.08137868804948961,0.054719609455310465
ex_11.htm:0.02857920691997431,0.0,0.04486972786909846,0.05231487088895761,0.03517689179269959
ex_12.htm:0.027075038134712504,0.0,0.052692410688382076,0.028910849701792363,0.025919815005147062
ex_13.htm:0.03810560922663241,0.0,0.029445758914095864,0.0,0.04103970709148285
ex_14.htm:0.03572400864996789,0.0,0.03435338539977851,0.0457755120278379,0.020519853545741425
ex_15.htm:0.03266195076568493,0.0,0.04627190686500778,0.0,0.017588445896349794
ex_16.htm:0.03200871175037123,0.0,0.03769057141004271,0.04394449154672439,0.03939811880782354
ex_17.htm:0.03266195076568493,0.3475415212355695,0.0,0.0,0.0
ex_18.htm:0.0,0.8109302162163288,0.0,0.0,0.0
ex_2.htm:0.03362259637644037,0.09540355484897986,0.03464206931070102,0.0,0.0
ex_3.htm:0.029821781133886237,0.035257835487666464,0.04096801240222033,0.047765751681222164,0.021412021091208443
ex_4.htm:0.03026033673879633,0.1431053322734698,0.03464206931070102,0.0,0.0
ex_5.htm:0.029722375196773284,0.032437208648653154,0.05182453568880872,0.0,0.0
ex_6.htm:0.031177316639971975,0.14744185749387798,0.03212264608810458,0.0,0.0
ex_7.htm:0.02857920691997431,0.0,0.04711321426255338,0.0,0.049247648509779425
ex_8.htm:0.03810560922663241,0.0,0.03926101188546115,0.0,0.0
ex_9.htm:0.03610005084628334,0.0,0.037194642838857934,0.0,0.025919815005147062
